Price,Apartment type,Minutes to metro,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation_Designer,Renovation_European-style renovation,Renovation_Without renovation
15.913528607916424,1,12.0,1.0,30.0,17.3,9.1,10.0,21,True,False,False
15.930560647738732,1,6.0,1.0,38.6,16.7,9.3,18.0,25,False,True,False
15.930560647738732,1,8.0,1.0,34.1,14.1,11.2,21.0,34,True,False,False
15.931766193248746,1,7.0,1.0,34.2,20.0,12.0,4.0,26,False,True,False
15.954399676073153,1,14.0,1.0,31.9,15.0,10.0,11.0,44,False,True,False
15.943742382861155,1,6.0,1.0,43.5,11.5,10.2,3.0,8,False,False,True
15.955576839107596,1,6.0,1.0,44.0,11.0,20.0,17.0,17,False,False,False
15.955576839107596,1,6.0,1.0,36.4,10.0,9.7,3.0,25,True,False,False
15.955576839107596,1,12.0,1.0,39.2,14.0,10.4,14.0,25,False,True,False
15.967272877502799,1,6.0,1.0,48.5,17.7,13.5,15.0,17,False,True,False
15.967272877502799,1,10.0,1.0,44.0,17.5,10.0,5.0,14,False,True,False
15.978833698567334,1,5.0,1.0,47.6,20.0,11.5,18.0,25,False,True,False
15.978833698567334,1,8.0,1.0,41.6,19.0,18.0,20.0,23,False,False,False
15.978833698567334,1,5.0,1.0,37.9,21.3,9.8,1.0,12,False,False,False
15.978833698567334,1,6.0,1.0,43.0,22.0,11.0,2.0,14,False,False,False
15.977683612316367,1,16.0,1.0,36.3,20.0,8.0,4.0,19,False,False,True
15.998749006001804,1,7.0,1.0,48.0,18.0,13.0,10.0,17,False,True,False
16.0116235176825,1,30.0,1.0,46.0,18.0,13.0,15.0,16,False,False,False
16.012735135300492,1,8.0,1.0,42.9,16.0,13.0,1.0,24,True,False,False
16.007164201982874,1,6.0,1.0,45.0,19.0,13.0,8.0,24,False,True,False
16.001561947061912,1,10.0,1.0,39.0,20.0,10.0,16.0,25,False,True,False
16.001561947061912,1,24.0,1.0,40.5,18.0,12.0,16.0,25,False,True,False
16.007164201982874,1,12.0,1.0,39.7,22.2,9.9,10.0,25,False,False,False
16.01827542617334,1,19.0,1.0,39.9,19.0,8.0,16.0,17,False,True,False
16.012735246411598,1,8.0,1.0,38.0,20.0,15.0,7.0,33,False,True,False
16.04002610365619,1,8.0,1.0,40.0,12.0,20.0,10.0,21,False,True,False
16.04552506565036,1,6.0,1.0,46.1,17.9,10.4,19.0,24,True,False,False
16.04552506565036,1,6.0,1.0,45.8,18.8,12.8,14.0,17,False,True,False
16.047284806530943,1,3.0,1.0,59.34,35.1,14.5,3.0,3,False,False,True
16.04552506565036,1,15.0,1.0,54.0,26.0,12.0,7.0,10,False,True,False
16.050887008216737,1,6.0,1.0,44.6,17.9,10.4,19.0,24,False,True,False
16.056220353623207,1,14.0,1.0,33.0,17.0,6.0,13.0,45,False,True,False
16.066802461833923,1,11.0,1.0,42.3,18.0,8.5,3.0,16,False,False,False
16.066802461833923,1,14.0,1.0,35.0,9.0,20.0,6.0,8,False,False,False
16.066802461833923,1,10.0,1.0,37.7,18.0,8.0,8.0,17,False,False,False
16.066802461833923,1,14.0,1.0,35.0,19.8,9.5,6.0,8,False,True,False
16.066802461833923,1,9.0,1.0,42.0,19.4,8.7,7.0,19,False,True,False
16.066802461833923,1,7.0,1.0,40.0,14.1,13.5,25.0,25,True,False,False
16.06680235657077,1,16.0,1.0,34.6,12.0,10.0,5.0,8,True,False,False
16.066802461833923,1,7.0,1.0,40.0,14.0,13.5,25.0,25,False,False,False
16.06680235657077,1,17.0,1.0,42.8,24.8,12.7,4.0,6,True,False,False
16.066802461833923,1,7.0,1.0,37.8,19.0,6.0,2.0,17,False,False,False
15.830413711839864,1,11.0,2.0,42.0,28.0,6.0,5.0,5,False,False,False
16.066802461833923,1,17.0,2.0,44.0,26.0,7.0,1.0,8,False,True,False
15.894952224644102,1,5.0,2.0,35.0,16.0,16.0,3.0,3,True,False,False
15.955576839107596,1,14.0,2.0,43.5,28.2,6.0,1.0,5,False,True,False
15.990262393084793,1,5.0,2.0,42.0,28.0,6.0,5.0,5,False,False,False
15.520258832020865,1,4.0,2.0,40.0,22.4,9.9,1.0,3,False,False,True
15.789591722875162,1,14.0,2.0,34.49,22.9,5.0,12.0,24,False,False,True
15.990262393084793,1,7.0,2.0,54.0,32.0,8.0,9.0,9,False,False,False
15.919644834185693,1,15.0,2.0,36.94,24.0,5.0,19.0,23,False,False,True
15.52930866590278,1,7.0,2.0,41.0,28.0,5.0,2.0,2,False,False,False
15.687312888712007,1,16.0,2.0,43.6,25.7,6.0,4.0,4,False,False,False
15.702580358511794,1,4.0,2.0,33.3,15.8,8.0,2.0,8,False,False,False
15.754252361425857,1,7.0,2.0,45.0,28.0,6.0,4.0,5,False,False,False
15.810211007243431,1,11.0,2.0,41.6,6.0,10.1,4.0,5,False,False,False
15.830413711839864,1,12.0,2.0,42.6,29.0,10.2,8.0,12,False,False,True
15.830413711839864,1,20.0,2.0,47.0,20.0,10.0,11.0,25,False,False,True
15.856731016694035,1,4.0,2.0,42.0,28.6,6.0,5.0,5,False,False,False
15.856731016694035,1,8.0,2.0,44.6,32.0,6.0,1.0,4,False,False,False
15.86963441986494,1,6.0,2.0,38.0,20.0,8.0,4.0,26,True,False,False
15.894952224644102,1,6.0,2.0,50.0,27.4,10.8,8.0,9,False,False,False
15.894952224644102,1,13.0,2.0,45.0,6.0,10.4,4.0,5,False,True,False
15.931766193248746,1,5.0,2.0,43.8,28.0,8.0,9.0,9,False,False,False
15.955576839107596,1,7.0,2.0,47.4,31.2,8.9,6.0,12,False,False,True
15.967272877502799,1,10.0,2.0,42.9,26.8,5.9,1.0,5,False,False,False
15.967272877502799,1,7.0,2.0,50.0,14.0,21.0,3.0,14,False,False,False
15.961441957872001,1,2.0,2.0,44.0,11.0,23.0,1.0,8,False,False,True
15.978833698567334,1,6.0,2.0,51.6,30.0,9.0,5.0,9,False,False,False
15.984564372619506,1,5.0,2.0,53.4,30.5,9.0,2.0,5,False,False,False
16.007164201982874,1,6.0,2.0,48.6,27.0,10.0,15.0,26,False,False,False
16.012735246411598,1,5.0,2.0,54.0,30.0,9.0,6.0,9,False,False,False
16.020482932344898,1,18.0,2.0,42.6,10.5,10.2,1.0,45,False,True,False
16.02093486984721,1,3.0,2.0,60.9,34.2,14.0,1.0,3,False,False,True
16.012735246411598,1,6.0,2.0,44.8,26.0,6.0,4.0,5,False,False,False
16.024213560948173,1,3.0,2.0,60.0,33.1,14.0,2.0,3,False,False,True
16.029264546541317,1,35.0,2.0,53.1,29.0,11.0,14.0,18,False,False,False
16.034714150714915,1,15.0,2.0,52.0,27.7,11.0,11.0,12,False,False,True
16.034714150714915,1,6.0,2.0,48.8,27.0,10.0,8.0,26,False,False,False
16.034714150714915,1,6.0,2.0,47.2,26.0,10.5,1.0,8,False,False,False
16.04013421759671,1,5.0,2.0,57.0,30.7,14.2,1.0,8,False,False,True
16.04552506565036,1,3.0,2.0,40.0,28.0,7.0,9.0,14,False,True,False
16.061525405290027,1,17.0,2.0,53.9,29.3,8.7,16.0,18,False,False,False
16.066802461833923,1,13.0,2.0,41.7,29.7,7.0,2.0,4,False,True,False
16.066802461833923,1,19.0,2.0,48.0,30.0,8.0,1.0,9,False,False,False
16.066802461833923,1,8.0,2.0,52.0,25.2,9.3,17.0,26,False,False,False
16.066802461833923,1,15.0,2.0,47.0,30.0,10.5,5.0,18,False,True,False
16.066802461833923,1,13.0,2.0,45.1,25.6,6.0,17.0,25,True,False,False
16.066802461833923,1,5.0,2.0,47.9,9.7,10.6,2.0,3,False,True,False
15.76113538060359,1,5.0,1.0,32.5,18.6,9.3,24.0,24,False,False,False
15.856731016694035,1,15.0,1.0,40.7,18.0,11.9,3.0,6,False,False,False
15.86320353036178,1,15.0,1.0,40.7,18.0,11.9,4.0,6,False,False,False
15.888975776950037,1,5.0,1.0,32.5,18.6,9.3,21.0,24,False,False,False
15.898160073589017,1,5.0,1.0,32.8,18.7,9.4,22.0,24,False,False,False
15.89857565164276,1,5.0,1.0,32.19,18.4,9.3,12.0,24,False,False,False
15.912728656236654,1,5.0,1.0,32.19,18.4,9.3,17.0,24,False,False,False
15.912728656236654,1,5.0,1.0,32.19,18.4,9.3,22.0,24,False,False,False
15.912728656236654,1,5.0,1.0,32.19,18.4,9.3,21.0,24,False,False,False
15.912728656236654,1,5.0,1.0,32.19,18.4,9.3,24.0,24,False,False,False
16.064016690730252,1,7.0,1.0,41.8,23.3,10.1,3.0,6,False,False,False
15.520258832020865,1,8.0,1.0,29.9,10.2,8.1,14.0,25,False,False,False
15.648092181712572,1,14.0,1.0,32.8,13.7,10.2,20.0,25,False,False,False
15.671808704579888,1,8.0,1.0,34.6,15.0,9.9,20.0,25,False,False,False
15.671808704579888,1,16.0,1.0,32.8,14.0,10.0,6.0,24,False,False,False
15.955459185141658,1,6.0,1.0,39.7,26.2,8.0,9.0,28,False,False,False
15.501909696719672,1,6.0,1.0,31.5,12.7,8.7,25.0,25,False,False,False
15.687312888712007,1,5.0,1.0,35.5,5.2,9.6,14.0,24,False,False,False
15.743606980548252,1,17.0,1.0,33.0,18.8,9.4,8.0,12,False,False,False
15.830413711839864,1,15.0,1.0,34.0,14.0,9.0,20.0,25,False,False,False
15.882373444019521,1,4.0,1.0,28.2,13.1,8.1,16.0,34,False,False,False
15.919644834185693,1,4.0,1.0,33.7,13.4,12.4,8.0,31,False,False,False
15.955576839107596,1,10.0,1.0,41.6,23.2,10.1,6.0,6,False,False,False
16.012735246411598,1,14.0,2.0,52.2,8.5,11.0,2.0,6,False,False,False
15.907931254816017,1,5.0,2.0,38.1,21.4,9.8,20.0,24,False,False,False
15.953237870833451,1,5.0,2.0,34.49,19.6,9.5,10.0,24,False,False,False
15.965089682365754,1,5.0,2.0,35.5,20.1,9.6,16.0,24,False,False,False
15.96758503804165,1,5.0,2.0,34.49,19.6,9.5,24.0,24,False,False,False
15.96758503804165,1,5.0,2.0,34.49,19.6,9.5,23.0,24,False,False,False
16.004853153937,1,5.0,2.0,36.94,20.8,9.7,20.0,24,False,False,False
16.004853153937,1,5.0,2.0,36.94,20.8,9.7,19.0,24,False,False,False
16.004853153937,1,5.0,2.0,36.94,20.8,9.7,22.0,24,False,False,False
16.004853153937,1,5.0,2.0,36.94,20.8,9.7,24.0,24,False,False,False
16.019094869253074,1,19.0,2.0,32.76,19.1,5.2,23.0,24,False,False,False
16.014548379268476,1,19.0,2.0,32.83,19.2,5.1,11.0,24,False,False,False
16.027029482583696,1,19.0,2.0,32.82,19.2,5.1,20.0,24,False,False,False
16.03576609711084,1,5.0,2.0,38.1,21.4,9.8,24.0,24,False,False,False
15.717618233614914,1,15.0,2.0,35.48,20.1,9.6,14.0,24,False,False,False
15.687312888712007,1,22.0,2.0,35.5,23.3,5.2,14.0,24,False,False,False
15.687313042558126,1,5.0,2.0,35.48,20.1,9.6,18.0,24,False,False,False
15.816990693309524,1,5.0,2.0,41.88,27.9,4.2,2.0,25,False,False,False
15.86963441986494,1,19.0,2.0,41.88,27.9,5.0,10.0,25,False,False,False
16.029264546541317,1,14.0,2.0,50.5,28.5,5.8,3.0,6,False,False,False
15.648092181712572,1,17.0,2.0,35.5,22.7,5.0,7.0,25,False,False,False
15.687312888712007,1,5.0,2.0,36.9,25.1,3.5,12.0,25,False,False,False
15.687312888712007,1,5.0,2.0,35.0,23.0,5.0,15.0,24,False,False,False
15.687312888712007,1,7.0,2.0,36.9,25.1,3.5,12.0,24,False,False,False
15.717618233614914,1,16.0,2.0,36.94,25.1,3.5,12.0,24,False,False,False
15.732433317205148,1,16.0,2.0,35.5,22.6,5.0,2.0,24,False,False,False
15.732433317205148,1,7.0,2.0,35.5,30.0,5.0,2.0,24,False,False,False
15.789591722875162,1,22.0,2.0,34.49,22.9,4.7,7.0,24,False,False,False
15.830413711839864,1,7.0,2.0,41.88,23.3,10.1,16.0,24,False,False,False
15.856731016694035,1,5.0,2.0,42.0,23.4,10.1,18.0,25,False,False,False
15.850216336521664,1,7.0,2.0,42.0,28.0,10.1,19.0,24,False,False,False
15.90737474309945,1,14.0,2.0,36.94,25.1,3.5,2.0,24,False,False,False
15.954787586646143,1,17.0,2.0,42.0,23.4,10.1,7.0,12,False,False,False
15.962057791527286,1,17.0,2.0,42.0,23.4,10.1,8.0,12,False,False,False
16.066802461833923,1,13.0,2.0,54.7,27.9,8.5,2.0,6,False,False,False
15.567835784576587,1,5.0,3.0,23.34,13.9,8.6,24.0,24,False,False,False
15.586607520305636,1,5.0,3.0,24.4,14.5,8.7,22.0,24,False,False,False
15.586607520305636,1,5.0,3.0,24.4,14.5,8.7,17.0,24,False,False,False
15.625576928604909,1,5.0,3.0,26.28,15.4,8.8,17.0,24,False,False,False
15.625576928604909,1,5.0,3.0,26.28,15.4,8.8,21.0,24,False,False,False
15.625576928604909,1,5.0,3.0,26.28,15.4,8.8,24.0,24,False,False,False
15.701363102989609,1,5.0,3.0,24.4,14.5,8.7,14.0,24,False,False,False
15.724737012910191,1,5.0,3.0,25.48,15.0,8.7,12.0,24,False,False,False
15.714431819576724,1,5.0,3.0,24.4,14.5,8.7,21.0,24,False,False,False
15.714431819576724,1,5.0,3.0,24.4,14.5,8.7,24.0,24,False,False,False
15.746366385796904,1,19.0,3.0,25.73,11.3,3.6,7.0,24,False,False,False
15.739873072369008,1,5.0,3.0,26.28,15.4,8.8,12.0,24,False,False,False
15.738077066300255,1,5.0,3.0,25.48,15.0,8.7,17.0,24,False,False,False
15.738077066300255,1,5.0,3.0,25.48,15.0,8.7,22.0,24,False,False,False
15.738077066300255,1,5.0,3.0,25.48,15.0,8.7,16.0,24,False,False,False
15.739873072369008,1,5.0,3.0,26.28,15.4,8.8,13.0,24,False,False,False
15.738077066300255,1,5.0,3.0,25.48,15.0,8.7,21.0,24,False,False,False
15.738077066300255,1,5.0,3.0,25.48,15.0,8.7,24.0,24,False,False,False
15.738077066300255,1,5.0,3.0,25.48,15.0,8.7,19.0,24,False,False,False
15.753412152554954,1,5.0,3.0,26.28,15.4,8.8,21.0,24,False,False,False
15.969028080214677,1,19.0,3.0,25.74,11.3,3.6,12.0,24,False,False,False
15.38412668421143,1,15.0,3.0,23.34,13.9,2.7,8.0,24,False,False,False
15.43271840611479,1,16.0,3.0,24.4,15.0,3.0,20.0,24,False,False,False
15.483217567201578,1,16.0,3.0,25.48,13.6,3.0,2.0,24,False,False,False
15.501909696719672,1,18.0,3.0,24.4,14.6,3.2,20.0,24,False,False,False
15.501909696719672,1,5.0,3.0,23.34,13.9,8.6,21.0,25,False,False,False
15.520258832020865,1,7.0,3.0,25.48,13.6,2.7,11.0,25,False,False,False
15.573368647930426,1,22.0,3.0,25.48,13.6,3.0,10.0,24,False,False,False
15.701363102989609,1,5.0,3.0,24.4,14.5,8.7,9.0,24,False,False,False
16.05611396499673,1,17.0,3.0,55.0,38.0,11.2,8.0,24,False,False,False
15.959811038192539,0,8.0,2.0,56.45,27.1,14.2,1.0,15,False,False,False
15.816990693309524,0,9.0,2.0,46.0,26.1,8.5,2.0,22,False,False,False
15.315258373392906,0,8.0,1.0,34.82,19.7,9.5,1.0,15,False,False,False
15.458384987295476,0,8.0,2.0,33.86,19.3,9.4,8.0,15,False,False,False
15.52285491335654,0,8.0,2.0,36.83,20.8,9.7,8.0,15,False,False,False
15.535223390564436,0,8.0,1.0,36.74,20.7,9.7,8.0,15,False,False,False
15.906465441032923,0,8.0,2.0,55.8,30.3,11.3,8.0,15,False,False,False
15.842696236873062,0,8.0,2.0,61.8,33.4,11.8,1.0,15,False,False,False
15.871365740554634,0,8.0,2.0,61.61,33.3,11.7,2.0,15,False,False,False
15.902137348803707,0,8.0,2.0,61.61,33.3,11.7,4.0,15,False,False,False
15.487276675586402,0,8.0,1.0,34.34,19.5,9.5,8.0,15,False,False,False
15.732147541122956,0,8.0,2.0,56.45,30.7,11.3,1.0,15,False,False,False
15.591870223229147,0,8.0,1.0,32.4,18.5,9.3,8.0,15,False,False,False
15.851942688429727,0,8.0,2.0,48.1,26.5,10.6,7.0,15,False,False,False
15.956491479412474,0,8.0,2.0,54.78,29.8,11.2,5.0,15,False,False,False
15.985532589349953,0,8.0,3.0,64.6,34.8,12.0,3.0,15,False,False,False
16.027519418323653,0,8.0,3.0,64.6,34.8,12.0,7.0,15,False,False,False
15.486693969679246,0,8.0,1.0,34.32,19.5,9.5,8.0,15,False,False,False
15.517940875327433,0,8.0,1.0,36.84,20.8,9.7,8.0,15,False,False,False
15.567099556495437,0,8.0,1.0,37.93,21.3,9.8,8.0,15,False,False,False
15.262330006535453,0,11.0,1.0,34.14,14.9,8.7,12.0,20,False,False,False
15.42558087039134,0,12.0,1.0,38.9,14.4,15.5,10.0,20,False,False,False
15.711630793267041,0,12.0,2.0,62.31,25.0,20.5,12.0,20,False,False,False
15.565242618952784,0,6.0,1.0,35.8,10.1,17.0,7.0,17,False,False,False
16.055155957680714,0,12.0,3.0,83.6,36.4,17.8,6.0,9,False,False,False
15.271061822378318,0,11.0,1.0,36.99,15.2,11.7,7.0,20,False,False,False
15.978833698567334,0,15.0,2.0,60.0,23.0,21.0,7.0,17,False,False,False
15.46416937585933,0,13.0,1.0,38.9,21.8,9.9,4.0,15,False,False,False
15.678039253360028,0,13.0,1.0,53.5,30.1,4.5,2.0,15,False,False,False
15.317363482435562,0,12.0,0.0,31.5,16.5,3.2,3.0,9,False,False,False
15.562969942511762,0,13.0,1.0,46.6,29.9,2.4,3.0,15,False,False,False
15.602257652872959,0,13.0,1.0,49.0,28.8,2.5,10.0,15,False,False,False
15.615568995296266,0,13.0,1.0,43.2,25.7,3.2,12.0,15,False,False,False
15.72505321099685,0,13.0,2.0,62.3,39.4,3.8,2.0,15,False,False,False
15.46224444782028,0,13.0,1.0,41.0,23.4,4.2,8.0,15,False,False,False
15.224055772517731,0,13.0,0.0,31.1,15.5,3.9,2.0,15,False,False,False
15.80884953683047,0,13.0,2.0,66.7,40.3,3.0,6.0,15,False,False,False
15.50005612841392,0,13.0,1.0,44.2,27.6,4.2,3.0,15,False,False,False
15.43291683846023,0,13.0,1.0,41.1,23.4,4.3,4.0,15,False,False,False
15.194251715324732,0,7.0,0.0,19.8,9.4,5.1,9.0,17,False,False,False
15.734965402514511,0,7.0,2.0,52.4,20.0,19.6,23.0,17,False,False,False
15.206264709418749,0,20.0,0.0,25.23,10.6,5.0,15.0,14,False,False,False
15.516507988894412,0,8.0,1.0,38.71,21.7,9.8,7.0,14,False,False,False
15.520218285751703,0,8.0,2.0,48.85,26.8,10.7,1.0,14,False,False,False
15.49255721108476,0,7.0,2.0,48.85,26.8,10.7,3.0,15,False,False,False
15.959282786685671,0,20.0,3.0,78.65,49.3,12.0,3.0,14,False,False,False
15.266629649260022,0,11.0,1.0,31.61,10.1,12.3,10.0,20,False,False,False
15.706800983941944,0,11.0,2.0,62.31,25.0,20.5,12.0,20,False,False,False
